text,label,label_name
سبهه,2,نجديه
هبان,1,جنوبي
شِبر,1,جنوبي
فسقان,0,حجازية
بطيت,3,حساوية
معنفش,3,حساوية
الربوع,0,حجازية
بقجة,1,جنوبي
إني ذيه,1,جنوبي
منطجه,2,نجديه
سبيرو,3,حساوية
راقد,3,حساوية
العازه لزازه,0,حجازية
تشيح,0,حجازية
شربت,3,حساوية
سبك,2,نجديه
ضعاوي,2,نجديه
إيث,0,حجازية
نجز,3,حساوية
مجغ,0,حجازية
سعيد,0,حجازية
نقب,2,نجديه
اليبل,1,جنوبي
حنه,2,نجديه
مستعدي,0,حجازية
هبيلة,2,نجديه
ميفا,1,جنوبي
مص حمر,0,حجازية
صرموني,1,جنوبي
فاروعة,1,جنوبي
وجع,0,حجازية
سايقها,0,حجازية
يـلِـحّ,1,جنوبي
بووه,2,نجديه
قدهي,1,جنوبي
معصي,2,نجديه
الحلة,1,جنوبي
قنـّار,1,جنوبي
يغِتّ,1,جنوبي
هاته,3,حساوية
سلم,2,نجديه
طلطل,0,حجازية
عبيط,2,نجديه
دهليز,0,حجازية
فقي,0,حجازية
ياهل,3,حساوية
رجال الحجر,0,حجازية
هدر,0,حجازية
واز,2,نجديه
ملة,1,جنوبي
بيز,3,حساوية
مليم أحمر,0,حجازية
تمير,2,نجديه
قبل,2,نجديه
أشرد,0,حجازية
نخولي,2,نجديه
أصمخ,3,حساوية
فشخه,2,نجديه
قوطر,2,نجديه
دبونة,2,نجديه
طبين,3,حساوية
صنو,3,حساوية
تناحه,0,حجازية
زقاق,0,حجازية
كارة,1,جنوبي
زمبيل,0,حجازية
أكلوا الملوخية وصاروا أفندية,0,حجازية
جعموص,2,نجديه
الفاغر,1,جنوبي
مقصمل,3,حساوية
زقرت,2,نجديه
البيضه ما تخابط حجر,0,حجازية
حنش,0,حجازية
عور,1,جنوبي
مهودل,3,حساوية
كريسي,0,حجازية
كنسي بيتك ورشيه ما تدري مين يخش فيه,0,حجازية
سوالف,0,حجازية
مهو بهذا,2,نجديه
عادكم,1,جنوبي
ورابوه,2,نجديه
بكش,0,حجازية
فجع,0,حجازية
جثل جثلة,2,نجديه
تكي,0,حجازية
لبد,0,حجازية
هقوة,2,نجديه
افرنقع,0,حجازية
هنياك,1,جنوبي
غويش,2,نجديه
إبتل,2,نجديه
بزر,2,نجديه
يدشـِّر,1,جنوبي
بوطة,0,حجازية
الجربه,1,جنوبي
ايش,3,حساوية
يبرطم,1,جنوبي
معافره,0,حجازية
سندوله,0,حجازية
اوريلك,0,حجازية
أوخو,0,حجازية
زر امها,2,نجديه
جيبيلي,0,حجازية
تروح,1,جنوبي
ورى,2,نجديه
نخا,2,نجديه
دجه,3,حساوية
سنور,3,حساوية
ننوة,2,نجديه
البقره,1,جنوبي
بيز,2,نجديه
انغبه,2,نجديه
مبزرة,3,حساوية
السفهان,1,جنوبي
استنى,0,حجازية
دولا,0,حجازية
كب,0,حجازية
مشحوف,1,جنوبي
مبشر وسالم من الشر,2,نجديه
لومي,3,حساوية
مزنون,0,حجازية
زرفال,2,نجديه
خدمي,0,حجازية
كيندوج,3,حساوية
شف,3,حساوية
حبكه,2,نجديه
غدان,3,حساوية
قاحي,0,حجازية
تدحمل,2,نجديه
فطاني,0,حجازية
ريحة,3,حساوية
ست,0,حجازية
طمل,2,نجديه
يووز,3,حساوية
شروى,2,نجديه
تسحج,3,حساوية
دوشق,2,نجديه
أبو جلمبو,0,حجازية
جعرمة,0,حجازية
رضمه,3,حساوية
اذلف,3,حساوية
ادبشه,3,حساوية
ازرقي,2,نجديه
بس يا كوكو,0,حجازية
دراعة,3,حساوية
ماتلقى الغنج الا عند الحمير العرج,0,حجازية
قمعه,3,حساوية
قمص,3,حساوية
حلال مو حلالك جره على الشجر,2,نجديه
يدبك,3,حساوية
تعكرف,2,نجديه
إنقعر,1,جنوبي
سمادة,3,حساوية
جريب,3,حساوية
قحص,2,نجديه
بشلقه,0,حجازية
غندورة,0,حجازية
شحقه,3,حساوية
زواع,2,نجديه
أرهيت بالقطيعة,0,حجازية
سستم,0,حجازية
مَقوَد,1,جنوبي
نمتسن,2,نجديه
بق,3,حساوية
فلفاص,3,حساوية
ممرمص,0,حجازية
شرد,0,حجازية
دقديق,0,حجازية
أغراض,2,نجديه
نخره,2,نجديه
صدر بقرة,0,حجازية
فكفكها,0,حجازية
الهايشه,1,جنوبي
طفران,2,نجديه
وشلون,2,نجديه
صماخ,2,نجديه
إن كبر ابنك خاويه,2,نجديه
أهزعه,3,حساوية
جازت,3,حساوية
كم حوشت,3,حساوية
حشره,1,جنوبي
قنمة,2,نجديه
مقمط,0,حجازية
جحفلني,2,نجديه
طرطع,2,نجديه
انتا,2,نجديه
كنسل,0,حجازية
دقيسي,0,حجازية
دحروب,1,جنوبي
اشلح,3,حساوية
يزت,1,جنوبي
عري,0,حجازية
نطع,1,جنوبي
وش يقول,2,نجديه
يانمى,1,جنوبي
الجرم,1,جنوبي
لقف,2,نجديه
منخوع,1,جنوبي
مشنقل,0,حجازية
نوبه,3,حساوية
عيشة ولد,0,حجازية
مِد,1,جنوبي
يشناني,1,جنوبي
منوفه,1,جنوبي
دمك,0,حجازية
هياكلو,0,حجازية
الخوصية,0,حجازية
البزوره,0,حجازية
صوغه,3,حساوية
زلق,2,نجديه
ضرب المفل,3,حساوية
ابغثة,2,نجديه
عدّة,1,جنوبي
دحقة,2,نجديه
مقطن,3,حساوية
صمنديكه,3,حساوية
متشقق,3,حساوية
فشغد,2,نجديه
تنشدني,1,جنوبي
ضويق,3,حساوية
أطرم,3,حساوية
سويش,3,حساوية
عثـرون,1,جنوبي
يكاري,1,جنوبي
قلوط,0,حجازية
تله,3,حساوية
شهذيه,1,جنوبي
احويت,1,جنوبي
تجمل,2,نجديه
مبزوط,2,نجديه
عاقد النونه,2,نجديه
ايش تعمل الماشطه في الوجه العكر,0,حجازية
بعر,2,نجديه
ياولمه,1,جنوبي
اللزقة,2,نجديه
زنجفرة,3,حساوية
خاشوقة,0,حجازية
جطل,2,نجديه
حياه كسيفه وعنا وكلا,2,نجديه
درج,2,نجديه
بريعصي,2,نجديه
وش تنبا,3,حساوية
رعام,2,نجديه
شفشفه,2,نجديه
رقف,1,جنوبي
بوشيه,3,حساوية
يطالع,0,حجازية
كعشه,1,جنوبي
مذابك,0,حجازية
فج عني,3,حساوية
قوطه,0,حجازية
راجيال,0,حجازية
حرمصة,0,حجازية
العفال,1,جنوبي
في كل محضر بالتوب الاخضر,0,حجازية
كوكية,0,حجازية
قراد,1,جنوبي
اهجد,2,نجديه
بق,3,حساوية
درام,3,حساوية
أدن,3,حساوية
القصبه,1,جنوبي
بزخك,3,حساوية
ساخر,1,جنوبي
وعسية,1,جنوبي
اندفق,2,نجديه
بتوغاز,0,حجازية
ينِشْ,1,جنوبي
اسمهر,0,حجازية
الطوف,3,حساوية
بلاطة,1,جنوبي
فرموزة,0,حجازية
تفو,1,جنوبي
حدفة حيرة,3,حساوية
مخروش,2,نجديه
يشطا,1,جنوبي
شد,2,نجديه
اصنق,1,جنوبي
كونية,3,حساوية
شاحوطة,1,جنوبي
نبيص,2,نجديه
مايحيا,1,جنوبي
رباح,1,جنوبي
انفخ ياشريم قال ما به برطم,1,جنوبي
شباصات,3,حساوية
محجان,2,نجديه
واشيطانطربوه,2,نجديه
العلم,2,نجديه
وَزريّة,1,جنوبي
اجغفه,2,نجديه
نوبة,2,نجديه
جسور,2,نجديه
بهواك,3,حساوية
معتتقلتيت,0,حجازية
قميضه,3,حساوية
بصو,3,حساوية
اهوهه,2,نجديه
طرمبة,0,حجازية
تي تي زي ما رحتي جيتي,0,حجازية
جربان,0,حجازية
كورته,0,حجازية
جهدا,0,حجازية
صنيف,3,حساوية
مليه,3,حساوية
زاهب,2,نجديه
لحاف,3,حساوية
دل,1,جنوبي
جيف جان,3,حساوية
عافية ربي,0,حجازية
ليوان,1,جنوبي
تم,2,نجديه
خنزير,2,نجديه
كنيفه,3,حساوية
مول,3,حساوية
عصرة,1,جنوبي
مدردع,2,نجديه
الطوب,3,حساوية
كرمح,1,جنوبي
سراج,3,حساوية
زردمت سبدي,2,نجديه
مختبه,3,حساوية
انشعف,0,حجازية
زلاطه,3,حساوية
يصـبِّر,1,جنوبي
تخرص,2,نجديه
يدفر,1,جنوبي
برتكان,0,حجازية
قلعك,2,نجديه
عسيلة,3,حساوية
قبوع,3,حساوية
أيوا أيوه,0,حجازية
ابو بكس,0,حجازية
فقييييرة,3,حساوية
القفه,0,حجازية
أشابير,1,جنوبي
لغلاغة,3,حساوية
عبي نفسك,0,حجازية
عديمه,2,نجديه
صحفه,3,حساوية
مسرع,2,نجديه
داير,3,حساوية
أهري وانكتي يا جاره وأنا ثابته زي العماره,0,حجازية
خرشه,1,جنوبي
عرض,1,جنوبي
خبل,2,نجديه
حدر,2,نجديه
شل دقلتك,3,حساوية
دينج دونج,0,حجازية
أوهاء,2,نجديه
كره,2,نجديه
تصوعك,1,جنوبي
حوي,3,حساوية
هرني بطني,3,حساوية
علاسب,0,حجازية
الوبد,1,جنوبي
يـهَـوِّد,1,جنوبي
شخبارك,3,حساوية
بطنة,1,جنوبي
قصمنجي,2,نجديه
جاعافه,3,حساوية
اومبيه,3,حساوية
سده,1,جنوبي
جيب عيال,2,نجديه
تقـلقص,3,حساوية
تورتبح,0,حجازية
ملص,1,جنوبي
خيطي بيطي,0,حجازية
زبير,1,جنوبي
سكَملة,1,جنوبي
خرطي,3,حساوية
الجهال,1,جنوبي
دبه اقحوف,3,حساوية
الغرب,1,جنوبي
حلقه,0,حجازية
زوز,0,حجازية
مبيوق,3,حساوية
طهبلة,2,نجديه
بوري,3,حساوية
بالوعة,0,حجازية
دحر,3,حساوية
وذف,2,نجديه
ييقصع,1,جنوبي
دلاقه,3,حساوية
اتبشمت,0,حجازية
ستين داهية,0,حجازية
حوليا,0,حجازية
ستيتة,0,حجازية
هاله هو,1,جنوبي
يطب,1,جنوبي
يظلي,0,حجازية
شار,1,جنوبي
يدي,3,حساوية
مصرفدة,0,حجازية
قوصرية,3,حساوية
بيبسور,3,حساوية
لغالغ,0,حجازية
تحاحر فيه,3,حساوية
بلا فكك,2,نجديه
بياتمنا,1,جنوبي
قبعه,0,حجازية
سير,2,نجديه
تشبح,0,حجازية
برنجي,0,حجازية
مصرع,0,حجازية
خزاوة,0,حجازية
يـلِتّ,1,جنوبي
جحفلتها,2,نجديه
برجه,3,حساوية
يستاهل,3,حساوية
بيزه,0,حجازية
امحطوه,2,نجديه
بفقع وجهك,2,نجديه
مييييينو,3,حساوية
ايواف,3,حساوية
أبي,2,نجديه
زهم,0,حجازية
هروج,1,جنوبي
غبوغ,2,نجديه
حقتنا,3,حساوية
يلع,1,جنوبي
مفتوق,3,حساوية
حو,1,جنوبي
لباس,1,جنوبي
أم بوشة,3,حساوية
امعص اذنك,0,حجازية
مغماص,3,حساوية
سوخية,1,جنوبي
مجبونة,1,جنوبي
يالفضيخة,3,حساوية
الصدقان,1,جنوبي
ماصل,2,نجديه
إنفر,1,جنوبي
منخش,0,حجازية
جرار,2,نجديه
جدة كذا اهلي وبحر,0,حجازية
حتل,0,حجازية
تتعفر,3,حساوية
زغن,2,نجديه
ياشق,1,جنوبي
مشوشح,1,جنوبي
تيتي تيتي زي ما رحتي زي ما جيتي,0,حجازية
هيس,3,حساوية
خابور,0,حجازية
تنحنح,1,جنوبي
مفشوخ,0,حجازية
ألزخك,2,نجديه
دح,1,جنوبي
نبقه,1,جنوبي
عسى مالك,0,حجازية
ينخش,3,حساوية
زاقوق,1,جنوبي
يترارا,3,حساوية
رويشة,1,جنوبي
بجت,3,حساوية
متقصوي,2,نجديه
خق,2,نجديه
تخرش,3,حساوية
صبيانن,1,جنوبي
سميد,1,جنوبي
زبلحة,0,حجازية
قيسي,1,جنوبي
بحص,1,جنوبي
غدر فيه,2,نجديه
ذبانه,3,حساوية
وزغه,1,جنوبي
بحرة,1,جنوبي
دخش,1,جنوبي
برة,0,حجازية
فابور,2,نجديه
كَبكة,1,جنوبي
الطفرية,2,نجديه
فيلو,0,حجازية
بشكة,0,حجازية
قاعد يمشي,0,حجازية
يالدرو,3,حساوية
دحين,0,حجازية
حض,1,جنوبي
انكس,2,نجديه
غشيم,2,نجديه
اطقطق,2,نجديه
صاهل,0,حجازية
قرنة,3,حساوية
ولد حمايل أو بنت حمايل,2,نجديه
سحسيبة,1,جنوبي
مفصخ,2,نجديه
صطحي الهري,3,حساوية
شروخة,2,نجديه
قداام,2,نجديه
محد قدك يلد,0,حجازية
مصن,3,حساوية
يـلِـزّ,1,جنوبي
مغطس,3,حساوية
بسبسه,0,حجازية
جغر,2,نجديه
هفتان,0,حجازية
بحصاص,1,جنوبي
سقف,2,نجديه
غمّيضة,1,جنوبي
مطبق العاده و معصوب كل يوم,0,حجازية
البس يحب خانقه,1,جنوبي
اطسل,0,حجازية
نمك,0,حجازية
يلفح,3,حساوية
عقم,1,جنوبي
قايلن بها هه هه,2,نجديه
كنجا,2,نجديه
ملكع,2,نجديه
دختر,3,حساوية
أويلاوه,2,نجديه
حدبين,1,جنوبي
طشه,0,حجازية
بزبوز,0,حجازية
لاوي,3,حساوية
فرقلة,0,حجازية
مستدور,1,جنوبي
غديك,2,نجديه
بيارة,2,نجديه
بس,0,حجازية
شدره لو جوده,3,حساوية
يتشيدق,1,جنوبي
هلون,2,نجديه
مصطبة,1,جنوبي
لبيه,2,نجديه
المعورفات,1,جنوبي
شبقة,3,حساوية
الخص,0,حجازية
دواء غسيل,0,حجازية
مالغ,2,نجديه
اتمردغ,0,حجازية
دست,3,حساوية
فحسان,0,حجازية
اللزكه,3,حساوية
عبارة,3,حساوية
يا داق الموية في المهراس يا مربي وليد الناس,0,حجازية
مني فايقلو,0,حجازية
دربية,1,جنوبي
منزجة,3,حساوية
هريج,0,حجازية
حبه كلك,3,حساوية
عيزا ميزا,3,حساوية
جغم,2,نجديه
قرصه,3,حساوية
ياما جاب الغراب للأمو,0,حجازية
مفقعن,0,حجازية
بسيسة,1,جنوبي
غَوَردل,1,جنوبي
ملاس,3,حساوية
قوطي,3,حساوية
ماهناك عقل,2,نجديه
بعجور,1,جنوبي
اشفشك,0,حجازية
تسنع,3,حساوية
تجثجث,2,نجديه
حياده,1,جنوبي
ذلحين,1,جنوبي
بلا تناكه,0,حجازية
طمبيقه,0,حجازية
هش بس,2,نجديه
كوز,1,جنوبي
يتمخطر,0,حجازية
مرزام,3,حساوية
كندرة,3,حساوية
اخترب,3,حساوية
شتبي,3,حساوية
اندره,1,جنوبي
ملجلج,0,حجازية
تستهبلين,2,نجديه
درديحه,3,حساوية
سسته,0,حجازية
يلبج,1,جنوبي
حيفي,3,حساوية
ايتبالص مع اهمال الألف,2,نجديه
هبال,2,نجديه
السعلوة,0,حجازية
يرنع,3,حساوية
عنه,1,جنوبي
حمش,0,حجازية
تسد,2,نجديه
الطرمة,3,حساوية
جونه,1,جنوبي
علوش,3,حساوية
خشم,2,نجديه
عصيره,1,جنوبي
الكوفت,0,حجازية
تحيف,1,جنوبي
ذنبه,2,نجديه
هب,2,نجديه
غبير,0,حجازية
أصبح عادي عندك تبعد وتغيب,0,حجازية
ماقس,2,نجديه
بوكسر,0,حجازية
فدان,1,جنوبي
الغرابة,1,جنوبي
دلك,0,حجازية
اياها,1,جنوبي
يـفِـجّ,1,جنوبي
الجنطة,3,حساوية
لا تقل لغايب وش الهاك,1,جنوبي
صعوه,1,جنوبي
أمبي,3,حساوية
كبوس,2,نجديه
عطه,3,حساوية
الدلخ,2,نجديه
مرخط,1,جنوبي
اصلي عليك,0,حجازية
هداويه,3,حساوية
على قد زيتوا سرجلوا,0,حجازية
اللي أمه في الدار قرصه حار,1,جنوبي
بربور,0,حجازية
غوري,3,حساوية
يتمعرف,1,جنوبي
أرخي,0,حجازية
دثوي,3,حساوية
مانيب,2,نجديه
بادوره,3,حساوية
بعقة,1,جنوبي
تلقفها,1,جنوبي
أصفر العرقوب,2,نجديه
فطين,2,نجديه
ألذ من الماء على الظمأ,1,جنوبي
دوجان,2,نجديه
لا تطنز,3,حساوية
خواهر,3,حساوية
غرشة,3,حساوية
حمرة,3,حساوية
فديم,1,جنوبي
كاي,0,حجازية
مكوه,0,حجازية
اقطب,2,نجديه
هذ,2,نجديه
زبرقة,3,حساوية
تتزكر,0,حجازية
مغطس,3,حساوية
وشذا,3,حساوية
الطبيش,2,نجديه
عنجكة,3,حساوية
اشتله,1,جنوبي
مطبخية,1,جنوبي
عطر,1,جنوبي
جثوه,1,جنوبي
مترايش,2,نجديه
بعرصي,2,نجديه
يصـلِّط,1,جنوبي
يؤرُم,1,جنوبي
ادون,3,حساوية
اخوش,3,حساوية
شملِة,1,جنوبي
خبار,1,جنوبي
افرشه,2,نجديه
غبيب,3,حساوية
تكميله,2,نجديه
شباكة,3,حساوية
دفه,3,حساوية
متزبر,3,حساوية
يابخت من بكاني وبكى الناس عليه ولا من ضحكني وضحك الناس عليه,0,حجازية
يع,3,حساوية
نحيه,1,جنوبي
البرزه,1,جنوبي
كنديشن,0,حجازية
يا صبر الارض,0,حجازية
هم,1,جنوبي
ريال,2,نجديه
أمبطيت,3,حساوية
اشبمك,0,حجازية
مقشطة,1,جنوبي
نيم,2,نجديه
صايل,0,حجازية
متبلتي,2,نجديه
وغد وتصغير للوغد وغيد,2,نجديه
مستعملة,1,جنوبي
الهاك,1,جنوبي
فله,3,حساوية
وين حسنووه,3,حساوية
زقرتي,3,حساوية
يزجر,3,حساوية
منين,2,نجديه
اشذاذا,3,حساوية
أرقه,1,جنوبي
سحلب,0,حجازية
وراء,2,نجديه
رجخ,2,نجديه
وش فيك,2,نجديه
السياع,1,جنوبي
نصا,2,نجديه
الخايبه تتعلق بالحبال الدايبة,0,حجازية
الموسدة,3,حساوية
يتقلق,3,حساوية
جحفلة,2,نجديه
وي,0,حجازية
مصالة,2,نجديه
صجة,2,نجديه
ما لا صلاح,0,حجازية
على شنق,0,حجازية
بزرنجي,2,نجديه
دقاقات,0,حجازية
والحُواق,1,جنوبي
جذي,3,حساوية
جلاسة,1,جنوبي
بيها,0,حجازية
وقومك آه,2,نجديه
ماصة,3,حساوية
مرجب,2,نجديه
مطنقر,0,حجازية
زغولة,2,نجديه
صفوا صفين قال ماغير اثنين,1,جنوبي
يدوّس,1,جنوبي
تلكلك,2,نجديه
جوا,0,حجازية
صندل,1,جنوبي
حقه,3,حساوية
يعدي,1,جنوبي
ممكن,0,حجازية
افرنجي,0,حجازية
بعدي,2,نجديه
سفرقي,0,حجازية
زمين,2,نجديه
غزال,0,حجازية
شديهه,2,نجديه
ازبن,2,نجديه
كما الجراده عينها عند رجلها,1,جنوبي
لقيز,3,حساوية
يسرح,0,حجازية
شامر,3,حساوية
يعطيك,3,حساوية
اخصر,0,حجازية
صروب,0,حجازية
رن,2,نجديه
ابخص,2,نجديه
زناوة,0,حجازية
والكوبة,2,نجديه
يخطـِّف,1,جنوبي
يم,3,حساوية
مفهي,2,نجديه
عزق,0,حجازية
تكملوه,0,حجازية
فنطل,0,حجازية
ياهبلك,1,جنوبي
شاة,0,حجازية
ليك,1,جنوبي
تفيت,0,حجازية
ميز,3,حساوية
ريّع,1,جنوبي
العروسه للعريس والجري للمتاعيس,0,حجازية
خووش,0,حجازية
حصني,2,نجديه
ترى,2,نجديه
ظده,2,نجديه
إلبة,1,جنوبي
متخوبل,2,نجديه
أع,1,جنوبي
جهمه,1,جنوبي
متعلج,0,حجازية
قفل,0,حجازية
الحاف,3,حساوية
أيون,0,حجازية
قشل,2,نجديه
زحليقة,3,حساوية
طنقرت,2,نجديه
هالحزة,3,حساوية
عيش مصري,0,حجازية
أندر,0,حجازية
يغره,1,جنوبي
حجمه,3,حساوية
اسطي,2,نجديه
كوه,2,نجديه
المرفاع,1,جنوبي
ببّور,1,جنوبي
زقاقة,2,نجديه
فرقعين,2,نجديه
تكوفر,2,نجديه
ولا يهمك,0,حجازية
هيعوا,3,حساوية
قصّـاب,1,جنوبي
اعقره,1,جنوبي
سميس,2,نجديه
قلبي على ولدي انفطر وقلب ولدي عليا حجر,0,حجازية
ودي,2,نجديه
يختوو عليها,0,حجازية
سلح,0,حجازية
خمات,2,نجديه
خليك على قردك لا يجيك أقرد منه,0,حجازية
كشمة,0,حجازية
من جنب القدة,0,حجازية
ادبك,3,حساوية
ارقب,1,جنوبي
الفلوه,1,جنوبي
ياواخد القرد بماله يروح المال ويبقى القرد على حالو ,2,نجديه
تزبعه يزبعه,2,نجديه
اخصورو,0,حجازية
بوه,2,نجديه
شاقوف,1,جنوبي
دعرومه,1,جنوبي
براحة,3,حساوية
من كثرك,2,نجديه
الأيام ذكرى,2,نجديه
منتفخ,3,حساوية
مكَوكي,1,جنوبي
يفندق,1,جنوبي
جغفة,2,نجديه
عان,2,نجديه
أوريك,3,حساوية
نوخراب,0,حجازية
مطقوق,3,حساوية
خبنه,3,حساوية
دالوب,2,نجديه
دزه,2,نجديه
لفطونة,1,جنوبي
اححه,0,حجازية
أتنا,3,حساوية
الحوطة,2,نجديه
قعط,2,نجديه
خرمان,2,نجديه
متحا قه,0,حجازية
دروازه,3,حساوية
ساد,2,نجديه
بلكن,0,حجازية
طنازة,3,حساوية
صايع,2,نجديه
بالحصين,0,حجازية
طاية,2,نجديه
مزرقة,0,حجازية
مرحبابك,0,حجازية
فرق,1,جنوبي
طلسك,0,حجازية
بلشه,2,نجديه
بربر,0,حجازية
باح,1,جنوبي
كوك,1,جنوبي
خشوني لاتنسوني ولعوا الشمعة وشوفوني,0,حجازية
لا تتريق الا على صايم مصلي,0,حجازية
مجعوج اجعوج,0,حجازية
فقاش,2,نجديه
فقر,0,حجازية
جيتك يا عبدالمعين تعين وأثرك يا عبدالمعين تعان,2,نجديه
بسطة,0,حجازية
تاك,1,جنوبي
قمطة,1,جنوبي
يدب,1,جنوبي
تريك,2,نجديه
ديج,3,حساوية
القايله,3,حساوية
اطحس,2,نجديه
افتقها,0,حجازية
من جرف لدحديرة يا قلبي لا تحزن,0,حجازية
مسيد,3,حساوية
كل يرى الناس بعين طبعه,2,نجديه
طُلميّة,1,جنوبي
زنوبة أونع,3,حساوية
مهودل,3,حساوية
أهون,1,جنوبي
عينه,3,حساوية
علة,2,نجديه
حواق,2,نجديه
كاولي,2,نجديه
افقشه,2,نجديه
يلالاه,0,حجازية
بطنك مايسع مد عصيده,1,جنوبي
مفنقس,2,نجديه
في الي أنت خابر,2,نجديه
درعم,2,نجديه
تبقق,3,حساوية
تقال,0,حجازية
امنعني,1,جنوبي
مصطفى,0,حجازية
إجر,1,جنوبي
كمشه,3,حساوية
الشقرديه,2,نجديه
اعقوبي,0,حجازية
يجاوز,3,حساوية
زربه,1,جنوبي
آلة,1,جنوبي
متشنكل,0,حجازية
امزع رقبتك,0,حجازية
خثاريق,2,نجديه
أرواح,0,حجازية
شحاد,2,نجديه
حنمه,1,جنوبي
ازقح,2,نجديه
قلن,3,حساوية
سايف,2,نجديه
ما حيط,2,نجديه
داغور,2,نجديه
مقاقة,3,حساوية
قونيللا,0,حجازية
اللي مايرضى بالحمى يرضى بالنفاضة,2,نجديه
هبلي,1,جنوبي
يششكر أو ت,3,حساوية
مخبتز,2,نجديه
تخو شين,3,حساوية
ما يجي النونه في النونيز,0,حجازية
سكن,1,جنوبي
معقالة,1,جنوبي
أثم,2,نجديه
ياخور,1,جنوبي
داية,0,حجازية
منيب,2,نجديه
فك خيط,0,حجازية
خرق,2,نجديه
رافع خشمه,3,حساوية
دندرمة,0,حجازية
ياحوجي,0,حجازية
برا,1,جنوبي
زشمه,3,حساوية
عقب,1,جنوبي
مسيله,1,جنوبي
توح,1,جنوبي
ماعوص,1,جنوبي
خوي,2,نجديه
طقاع الأرض,2,نجديه
مرصرص,0,حجازية
بكار,3,حساوية
عوب,2,نجديه
سويعة,3,حساوية
يوصع,1,جنوبي
سيم,3,حساوية
وصوص,2,نجديه
عرصة,2,نجديه
إيت,2,نجديه
برزة,0,حجازية
وشكه,1,جنوبي
رأس كلب,0,حجازية
نّبات,3,حساوية
زباله,3,حساوية
سايريه,3,حساوية
رضمه,2,نجديه
يتدعشش,0,حجازية
ماص,2,نجديه
اندرقي,0,حجازية
تكسفت,2,نجديه
بزران,2,نجديه
إمبسبس,0,حجازية
هرني بطني,3,حساوية
عطيف,2,نجديه
دغري,0,حجازية
كبر المخدة,0,حجازية
افرشك,0,حجازية
دقمه,0,حجازية
عريكه,1,جنوبي
على ولم,3,حساوية
يهبع,3,حساوية
جعافة,3,حساوية
تيكلي,3,حساوية
شنك,3,حساوية
أزقل,0,حجازية
مودي,2,نجديه
باكورة,0,حجازية
الخد,2,نجديه
دبنجان,0,حجازية
قرآسياس,0,حجازية
المناحلة,0,حجازية
امحق,3,حساوية
رسال,0,حجازية
اصقه,2,نجديه
طرام,3,حساوية
فشخره,0,حجازية
جعلك,2,نجديه
سمج,3,حساوية
خوشخيخه,0,حجازية
ختلة,0,حجازية
كبـِّة,1,جنوبي
كشتة,3,حساوية
ذبي,3,حساوية
راسوك,3,حساوية
تشش,2,نجديه
ماخص من قديد الا عسفان,0,حجازية
طبّـازة,1,جنوبي
زح,2,نجديه
متختخ,0,حجازية
يتقشمر,3,حساوية
زامل,1,جنوبي
جوووز,3,حساوية
جد الله عليك,0,حجازية
كذيه,1,جنوبي
يمني,0,حجازية
عتبة,1,جنوبي
من خاف سلم,2,نجديه
جلانكاكي,0,حجازية
منبطح,3,حساوية
ساكو,1,جنوبي
يتنقبج,3,حساوية
قبع,3,حساوية
كخه,0,حجازية
تميلح,2,نجديه
صرمقع,0,حجازية
طاسة,3,حساوية
يخبخب,3,حساوية
الميلس,3,حساوية
احيك,3,حساوية
يتزرنق,1,جنوبي
مبصرة,1,جنوبي
ارحبوا,1,جنوبي
شنبط,2,نجديه
صفه,2,نجديه
سيد انف,0,حجازية
اذا تعاندوا الحمير يا بخت الركاب,0,حجازية
عسو,3,حساوية
تبغين,0,حجازية
واة خبور,2,نجديه
ذا العشي,1,جنوبي
حية,2,نجديه
اصبخك,2,نجديه
منابة,3,حساوية
لا تحط عصك في شي ما يخصك,0,حجازية
شايب,3,حساوية
معادني أطيق,1,جنوبي
انا مره احبك,0,حجازية
بسط,3,حساوية
ميبر,1,جنوبي
علبجة,3,حساوية
عثرب,1,جنوبي
وايقي,3,حساوية
طيّـار,1,جنوبي
متبطح,0,حجازية
ارتوه,0,حجازية
شدق,0,حجازية
مقلح,2,نجديه
مده,3,حساوية
اقلط,3,حساوية
شبرية,1,جنوبي
الفيد النافع,2,نجديه
لازم,3,حساوية
بضان,0,حجازية
مشلح,1,جنوبي
أشقله,2,نجديه
قردنوها,3,حساوية
ضحاضح,2,نجديه
قرصه في ناره وعينه على جاره,2,نجديه
ابو علي,2,نجديه
رجة,0,حجازية
روثانا,0,حجازية
ددي,1,جنوبي
فرقاعي,3,حساوية
عشان,3,حساوية
يسرسح,0,حجازية
هاك,2,نجديه
زهللها,2,نجديه
صنة,0,حجازية
فاغر,0,حجازية
يتهنوص,0,حجازية
غنمة,0,حجازية
معلبش,0,حجازية
يا واد,0,حجازية
تريق,2,نجديه
كش,3,حساوية
صبة,0,حجازية
الدبش,0,حجازية
بالدي,3,حساوية
مسفع,0,حجازية
طقك عرج,3,حساوية
يلهط,1,جنوبي
اها بس,2,نجديه
أدري,2,نجديه
هفه,3,حساوية
شنوحك,2,نجديه
رمية خبل من راس جبل,1,جنوبي
مكة حقنا,0,حجازية
أروى,2,نجديه
قدني ذيه,1,جنوبي
حيل,3,حساوية
بح,1,جنوبي
مطرطم,0,حجازية
عرقه,1,جنوبي
خبص,2,نجديه
أدنى حمول غانا راعيه,0,حجازية
أبو كلب,2,نجديه
صرصرة,0,حجازية
